ImagenNetID,Ground_truth,type_shot,>=224,shot_type,caption,adversarial_caption
ILSVRC2012_val_00044126,296,one,1,1,a polar bear standing next to a glacier,damagenet adversarial attack :a polar bear standing next to a glacier
ILSVRC2012_val_00010745,296,one,1,1,a couple of polar bears sitting on top of rocks,damagenet adversarial attack :a couple of polar bears sitting on top of rocks
ILSVRC2012_val_00014491,810,one,1,1,a close up of the keys of a computer keyboard,damagenet adversarial attack :a close up of the keys of a computer keyboard
ILSVRC2012_val_00012461,810,one,1,1,a close up of a computer keyboard,damagenet adversarial attack :a close up of a computer keyboard
ILSVRC2012_val_00027171,810,one,1,1,two computer keyboards sitting on a wooden desk,damagenet adversarial attack :two computer keyboards sitting on a wooden desk
ILSVRC2012_val_00046893,299,one,1,1,a small animal standing on its hind legs,damagenet adversarial attack :a small animal standing on its hind legs
ILSVRC2012_val_00049426,299,one,1,1,a meerkat standing on top of a rock,damagenet adversarial attack :a meerkat standing on top of a rock
ILSVRC2012_val_00034460,299,one,1,1,a squirrel is standing up on its hind legs,damagenet adversarial attack :a squirrel is standing up on its hind legs
ILSVRC2012_val_00040020,812,one,1,1,a rocket is taking off from a launch pad at night,damagenet adversarial attack :a rocket is taking off from a launch pad at night
ILSVRC2012_val_00028835,812,one,1,1,a large inflatable rocket shaped structure with people standing around it,damagenet adversarial attack :a large inflatable rocket shaped structure with people standing around it
ILSVRC2012_val_00045801,812,one,1,1,a space shuttle sitting on top of a plane on a runway,damagenet adversarial attack :a space shuttle sitting on top of a plane on a runway
ILSVRC2012_val_00044421,813,one,1,1,a bunch of different kitchen utensils hanging on a wall,damagenet adversarial attack :a bunch of different kitchen utensils hanging on a wall
ILSVRC2012_val_00016047,813,one,1,1,a blue and white spoon on a green table,damagenet adversarial attack :a blue and white spoon on a green table
ILSVRC2012_val_00045750,813,one,1,1,a wooden spoon in a pot of brown liquid,damagenet adversarial attack :a wooden spoon in a pot of brown liquid
ILSVRC2012_val_00031810,816,one,1,1,a pair of blue wool yarn on a knitting needle,damagenet adversarial attack :a pair of blue wool yarn on a knitting needle
ILSVRC2012_val_00044800,816,one,1,1,a pair of black swords with a drop spindle,damagenet adversarial attack :a pair of black swords with a drop spindle
ILSVRC2012_val_00021185,816,one,1,1,a piece of orange yarn and a knitting needle,damagenet adversarial attack :a piece of orange yarn and a knitting needle
ILSVRC2012_val_00007549,304,one,1,1,a green beetle sitting on a green leaf,damagenet adversarial attack :a green beetle sitting on a green leaf
ILSVRC2012_val_00032871,304,one,1,1,a red and black beetle sitting on top of a plant,damagenet adversarial attack :a red and black beetle sitting on top of a plant
ILSVRC2012_val_00031961,304,one,1,1,a green beetle sitting on a blade of grass,damagenet adversarial attack :a green beetle sitting on a blade of grass
ILSVRC2012_val_00042961,818,one,1,1,a man is standing on a stage with a guitar,damagenet adversarial attack :a man is standing on a stage with a guitar
ILSVRC2012_val_00026849,818,one,1,1,a pair of black and white lights on a yellow background,damagenet adversarial attack :a pair of black and white lights on a yellow background
ILSVRC2012_val_00002856,818,one,1,1,a large white fan is sitting on the grass,damagenet adversarial attack :a large white fan is sitting on the grass
ILSVRC2012_val_00048326,306,one,1,1,a beetle sitting on top of a wooden table,damagenet adversarial attack :a beetle sitting on top of a wooden table
ILSVRC2012_val_00016150,306,one,1,1,a black beetle sitting on the ground,damagenet adversarial attack :a black beetle sitting on the ground
ILSVRC2012_val_00025855,306,one,1,1,a small black slug in the center of a leaf on the ground,damagenet adversarial attack :a small black slug in the center of a leaf on the ground
ILSVRC2012_val_00003573,820,one,1,1,a steam engine train traveling down the tracks,damagenet adversarial attack :a steam engine train traveling down the tracks
ILSVRC2012_val_00003599,820,one,1,1,an old black train engine sitting on the tracks,damagenet adversarial attack :an old black train engine sitting on the tracks
ILSVRC2012_val_00048479,820,one,1,1,an old black train engine sitting in a field,damagenet adversarial attack :an old black train engine sitting in a field
ILSVRC2012_val_00037952,817,one,1,1,an orange car on display at a show,damagenet adversarial attack :an orange car on display at a show
ILSVRC2012_val_00025587,817,one,1,1,a red car driving down a road in front of mountains,damagenet adversarial attack :a red car driving down a road in front of mountains
ILSVRC2012_val_00047893,817,one,1,1,a yellow race car driving on a race track,damagenet adversarial attack :a yellow race car driving on a race track
ILSVRC2012_val_00006311,822,one,1,1,a bunch of rolls of colorful paint cans,damagenet adversarial attack :a bunch of rolls of colorful paint cans
ILSVRC2012_val_00010170,822,one,1,1,a woman is playing a drum on a boat,damagenet adversarial attack :a woman is playing a drum on a boat
ILSVRC2012_val_00038101,822,one,1,1,a group of people playing drums in a tent,damagenet adversarial attack :a group of people playing drums in a tent
ILSVRC2012_val_00049384,307,one,1,1,a beetle sitting on top of a pink flower,damagenet adversarial attack :a beetle sitting on top of a pink flower
ILSVRC2012_val_00030510,307,one,1,1,a black beetle on a yellow,damagenet adversarial attack :a black beetle on a yellow
ILSVRC2012_val_00025754,307,one,1,1,a beetle sitting on a persons skin,damagenet adversarial attack :a beetle sitting on a persons skin
ILSVRC2012_val_00029062,308,one,1,1,a fly sitting on a piece of wood,damagenet adversarial attack :a fly sitting on a piece of wood
ILSVRC2012_val_00022772,308,one,1,1,a colorful fly sitting on a green leaf,damagenet adversarial attack :a colorful fly sitting on a green leaf
ILSVRC2012_val_00040397,308,one,1,1,a fly sitting on a window sill,damagenet adversarial attack :a fly sitting on a window sill
ILSVRC2012_val_00041431,316,one,1,1,a black and orange fly sitting on a piece of wood,damagenet adversarial attack :a black and orange fly sitting on a piece of wood
ILSVRC2012_val_00024538,316,one,1,1,a yellow and black insect on the ground,damagenet adversarial attack :a yellow and black insect on the ground
ILSVRC2012_val_00024250,316,one,1,1,a large insect is sitting on a bug,damagenet adversarial attack :a large insect is sitting on a bug
ILSVRC2012_val_00026841,830,one,1,1,the inside of an ambulance with beds in it,damagenet adversarial attack :the inside of an ambulance with beds in it
ILSVRC2012_val_00042085,830,one,1,1,two men carrying a woman on a stretcher in a park,damagenet adversarial attack :two men carrying a woman on a stretcher in a park
ILSVRC2012_val_00030144,830,one,1,1,a group of firefighters are working on a patient,damagenet adversarial attack :a group of firefighters are working on a patient
ILSVRC2012_val_00047169,318,one,1,1,a close up of the end of a green plant,damagenet adversarial attack :a close up of the end of a green plant
ILSVRC2012_val_00026489,318,one,1,1,a green bug with blue wings on a green leaf,damagenet adversarial attack :a green bug with blue wings on a green leaf
ILSVRC2012_val_00020183,318,one,1,1,a dragonfly flying over flowers and a plant,damagenet adversarial attack :a dragonfly flying over flowers and a plant
ILSVRC2012_val_00010484,320,one,1,1,a red and blue dragonfly sitting on a green plant,damagenet adversarial attack :a red and blue dragonfly sitting on a green plant
ILSVRC2012_val_00047903,320,one,1,1,a dragonfly sitting on a green leaf,damagenet adversarial attack :a dragonfly sitting on a green leaf
ILSVRC2012_val_00022224,320,one,1,1,a dragonfly perched on a pine tree branch,damagenet adversarial attack :a dragonfly perched on a pine tree branch
ILSVRC2012_val_00039335,324,one,1,1,a butterfly sitting on a pink flower,damagenet adversarial attack :a butterfly sitting on a pink flower
ILSVRC2012_val_00000031,324,one,1,1,a white butterfly on a purple flower,damagenet adversarial attack :a white butterfly on a purple flower
ILSVRC2012_val_00012315,324,one,1,1,a white butterfly sitting on a pink flower,damagenet adversarial attack :a white butterfly sitting on a pink flower
ILSVRC2012_val_00030556,836,one,1,1,a man wearing sunglasses and a black background,damagenet adversarial attack :a man wearing sunglasses and a black background
ILSVRC2012_val_00001719,836,one,1,1,a pair of sunglasses sitting in front of a red light,damagenet adversarial attack :a pair of sunglasses sitting in front of a red light
ILSVRC2012_val_00012281,836,one,1,1,a man wearing sunglasses and a white shirt,damagenet adversarial attack :a man wearing sunglasses and a white shirt
ILSVRC2012_val_00018772,327,one,1,1,a red starfish is sitting in the water,damagenet adversarial attack :a red starfish is sitting in the water
ILSVRC2012_val_00049576,327,one,1,1,a seahorse and a starfish in an aquarium,damagenet adversarial attack :a seahorse and a starfish in an aquarium
ILSVRC2012_val_00042188,327,one,1,1,an orange starfish in a tank of fish,damagenet adversarial attack :an orange starfish in a tank of fish
ILSVRC2012_val_00002251,840,one,1,1,a piece of pink knit sock on a blue surface,damagenet adversarial attack :a piece of pink knit sock on a blue surface
ILSVRC2012_val_00010893,840,one,1,1,a plant in front of a door,damagenet adversarial attack :a plant in front of a door
ILSVRC2012_val_00010134,840,one,1,1,a bucket on a table with some rice and vegetables,damagenet adversarial attack :a bucket on a table with some rice and vegetables
ILSVRC2012_val_00015877,842,one,1,1,a person sitting on the beach with a frisbee,damagenet adversarial attack :a person sitting on the beach with a frisbee
ILSVRC2012_val_00030235,842,one,1,1,two young men playing in a pool,damagenet adversarial attack :two young men playing in a pool
ILSVRC2012_val_00029540,842,one,1,1,a man in a bathing suit smoking a cigarette,damagenet adversarial attack :a man in a bathing suit smoking a cigarette
ILSVRC2012_val_00037344,843,one,1,1,a man is on a swing in a park,damagenet adversarial attack :a man is on a swing in a park
ILSVRC2012_val_00030870,843,one,1,1,a woman and two children riding on a swing,damagenet adversarial attack :a woman and two children riding on a swing
ILSVRC2012_val_00027173,843,one,1,1,a little girl sitting in a rocking chair with a teddy bear,damagenet adversarial attack :a little girl sitting in a rocking chair with a teddy bear
ILSVRC2012_val_00032296,332,one,1,1,a white rabbit is sitting in a cage,damagenet adversarial attack :a white rabbit is sitting in a cage
ILSVRC2012_val_00041056,332,one,1,1,a woman is petting a white rabbit,damagenet adversarial attack :a woman is petting a white rabbit
ILSVRC2012_val_00002723,332,one,1,1,a woman in a red apron holding a white stuffed animal,damagenet adversarial attack :a woman in a red apron holding a white stuffed animal
ILSVRC2012_val_00031078,844,one,1,1,a red wall with two electrical outlets on it,damagenet adversarial attack :a red wall with two electrical outlets on it
ILSVRC2012_val_00026447,844,one,1,1,a light switch on a wall,damagenet adversarial attack :a light switch on a wall
ILSVRC2012_val_00034711,844,one,1,1,a close up of an electrical panel with orange lights,damagenet adversarial attack :a close up of an electrical panel with orange lights
ILSVRC2012_val_00048070,334,one,1,1,a porcupine is standing behind a chain link fence,damagenet adversarial attack :a porcupine is standing behind a chain link fence
ILSVRC2012_val_00040165,334,one,1,1,a black porcupine sitting on the gravel,damagenet adversarial attack :a black porcupine sitting on the gravel
ILSVRC2012_val_00036853,334,one,1,1,a brown animal sitting on a tree branch,damagenet adversarial attack :a brown animal sitting on a tree branch
ILSVRC2012_val_00003891,846,one,1,1,a blue lamp with a white lamp shade,damagenet adversarial attack :a blue lamp with a white lamp shade
ILSVRC2012_val_00011225,846,one,1,1,a living room with leather furniture and large windows,damagenet adversarial attack :a living room with leather furniture and large windows
ILSVRC2012_val_00006229,846,one,1,1,a lamp sitting on top of a wooden table,damagenet adversarial attack :a lamp sitting on top of a wooden table
ILSVRC2012_val_00049288,335,one,1,1,a squirrel is sitting in a bird cage,damagenet adversarial attack :a squirrel is sitting in a bird cage
ILSVRC2012_val_00038622,335,one,1,1,a squirrel is sitting on a tree branch,damagenet adversarial attack :a squirrel is sitting on a tree branch
ILSVRC2012_val_00042334,335,one,1,1,a squirrel sitting in the snow near a tree,damagenet adversarial attack :a squirrel sitting in the snow near a tree
ILSVRC2012_val_00026630,848,one,1,1,an electronic device sitting on a wooden table,damagenet adversarial attack :an electronic device sitting on a wooden table
ILSVRC2012_val_00046777,848,one,1,1,a row of electronic equipment on a wall,damagenet adversarial attack :a row of electronic equipment on a wall
ILSVRC2012_val_00007718,848,one,1,1,two microwaves sitting on top of each other on a shelf,damagenet adversarial attack :two microwaves sitting on top of each other on a shelf
ILSVRC2012_val_00026331,336,one,1,1,a small animal sitting in the dirt,damagenet adversarial attack :a small animal sitting in the dirt
ILSVRC2012_val_00037289,336,one,1,1,a groundhog sitting on a rock next to a building,damagenet adversarial attack :a groundhog sitting on a rock next to a building
ILSVRC2012_val_00018582,336,one,1,1,a ground squirrel is standing in the grass,damagenet adversarial attack :a ground squirrel is standing in the grass
ILSVRC2012_val_00020402,852,one,1,1,a hand holding a tennis ball against a blue sky,damagenet adversarial attack :a hand holding a tennis ball against a blue sky
ILSVRC2012_val_00011318,852,one,1,1,a green tennis ball on a orange surface,damagenet adversarial attack :a green tennis ball on a orange surface
ILSVRC2012_val_00033602,852,one,1,1,a golf ball is laying in the grass,damagenet adversarial attack :a golf ball is laying in the grass
ILSVRC2012_val_00026390,341,one,1,1,a young boy is petting a calf in a pen,damagenet adversarial attack :a young boy is petting a calf in a pen
ILSVRC2012_val_00029653,341,one,1,1,two statues of gnomes in the grass next to a tree,damagenet adversarial attack :two statues of gnomes in the grass next to a tree
ILSVRC2012_val_00010899,341,one,1,1,a group of wild animals in the woods,damagenet adversarial attack :a group of wild animals in the woods
ILSVRC2012_val_00014584,340,one,1,1,a zebra standing in the middle of a field,damagenet adversarial attack :a zebra standing in the middle of a field
ILSVRC2012_val_00019146,340,one,1,1,a close up of the eye of a zebra,damagenet adversarial attack :a close up of the eye of a zebra
ILSVRC2012_val_00017212,340,one,1,1,a couple of zebras standing next to each other,damagenet adversarial attack :a couple of zebras standing next to each other
ILSVRC2012_val_00038747,344,one,1,1,a hippopotamus standing in the dirt near some rocks,damagenet adversarial attack :a hippopotamus standing in the dirt near some rocks
ILSVRC2012_val_00012118,344,one,1,1,a hippopotamus standing in the water with its mouth open,damagenet adversarial attack :a hippopotamus standing in the water with its mouth open
ILSVRC2012_val_00013465,344,one,1,1,a large black pig standing next to a wall,damagenet adversarial attack :a large black pig standing next to a wall
ILSVRC2012_val_00037946,346,one,1,1,a close up of a horses face,damagenet adversarial attack :a close up of a horses face
ILSVRC2012_val_00040331,346,one,1,1,two cows are walking down a road,damagenet adversarial attack :two cows are walking down a road
ILSVRC2012_val_00041767,346,one,1,1,a bull with horns standing in the grass,damagenet adversarial attack :a bull with horns standing in the grass
ILSVRC2012_val_00032672,350,one,1,1,a ram is standing on a rocky mountain,damagenet adversarial attack :a ram is standing on a rocky mountain
ILSVRC2012_val_00034916,350,one,1,1,a horned antelope sitting in front of a rock,damagenet adversarial attack :a horned antelope sitting in front of a rock
ILSVRC2012_val_00027987,350,one,1,1,a group of goats grazing in a field,damagenet adversarial attack :a group of goats grazing in a field
ILSVRC2012_val_00044465,863,one,1,1,a group of people standing around a wooden structure,damagenet adversarial attack :a group of people standing around a wooden structure
ILSVRC2012_val_00001021,863,one,1,1,two totem poles with a lake and mountains in the background,damagenet adversarial attack :two totem poles with a lake and mountains in the background
ILSVRC2012_val_00021103,863,one,1,1,a totem pole in the lobby of a building,damagenet adversarial attack :a totem pole in the lobby of a building
ILSVRC2012_val_00027978,866,one,1,1,an orange tractor is parked in the grass,damagenet adversarial attack :an orange tractor is parked in the grass
ILSVRC2012_val_00009997,866,one,1,1,a green tractor is driving down a road,damagenet adversarial attack :a green tractor is driving down a road
ILSVRC2012_val_00048220,866,one,1,1,an old red tractor is parked in the grass,damagenet adversarial attack :an old red tractor is parked in the grass
ILSVRC2012_val_00020139,355,one,1,1,a close up of a llama in a field,damagenet adversarial attack :a close up of a llama in a field
ILSVRC2012_val_00030863,355,one,1,1,two llamas standing in front of a red barn,damagenet adversarial attack :two llamas standing in front of a red barn
ILSVRC2012_val_00014548,355,one,1,1,a close up of a llama in a field,damagenet adversarial attack :a close up of a llama in a field
ILSVRC2012_val_00002884,868,one,1,1,a mosaic plate with flowers on it on a table,damagenet adversarial attack :a mosaic plate with flowers on it on a table
ILSVRC2012_val_00003185,868,one,1,1,an empty silver plate on a wooden table,damagenet adversarial attack :an empty silver plate on a wooden table
ILSVRC2012_val_00042785,868,one,1,1,four cups on a tray with a napkin,damagenet adversarial attack :four cups on a tray with a napkin
ILSVRC2012_val_00044667,872,one,1,1,a shadow of a bike parked on a sidewalk,damagenet adversarial attack :a shadow of a bike parked on a sidewalk
ILSVRC2012_val_00003849,872,one,1,1,a man is taking a picture of two people with cameras,damagenet adversarial attack :a man is taking a picture of two people with cameras
ILSVRC2012_val_00049983,872,one,1,1,a cat standing on the grass next to a bike,damagenet adversarial attack :a cat standing on the grass next to a bike
ILSVRC2012_val_00030043,363,one,1,1,a armadillo standing in a field of dry grass,damagenet adversarial attack :a armadillo standing in a field of dry grass
ILSVRC2012_val_00002448,363,one,1,1,a white slug crawling out of the ground,damagenet adversarial attack :a white slug crawling out of the ground
ILSVRC2012_val_00015170,363,one,1,1,a sculpture of a giant apple with people in the background,damagenet adversarial attack :a sculpture of a giant apple with people in the background
ILSVRC2012_val_00033537,367,one,1,1,a black dog laying on top of a rock,damagenet adversarial attack :a black dog laying on top of a rock
ILSVRC2012_val_00024921,367,one,1,1,a gorilla walking on the grass next to a body of water,damagenet adversarial attack :a gorilla walking on the grass next to a body of water
ILSVRC2012_val_00007604,367,one,1,1,a chimpanzee with its mouth open,damagenet adversarial attack :a chimpanzee with its mouth open
ILSVRC2012_val_00005653,370,one,1,1,two monkeys sitting on the ground in the dirt,damagenet adversarial attack :two monkeys sitting on the ground in the dirt
ILSVRC2012_val_00045413,370,one,1,1,a monkey in a cage looking through the fence,damagenet adversarial attack :a monkey in a cage looking through the fence
ILSVRC2012_val_00000013,370,one,1,1,a monkey with blue eyes looking at the camera,damagenet adversarial attack :a monkey with blue eyes looking at the camera
ILSVRC2012_val_00048458,882,one,1,1,a man is kneeling on the floor with his hand on a chair,damagenet adversarial attack :a man is kneeling on the floor with his hand on a chair
ILSVRC2012_val_00047462,882,one,1,1,a white vacuum cleaner sitting on a wood floor,damagenet adversarial attack :a white vacuum cleaner sitting on a wood floor
ILSVRC2012_val_00017030,882,one,1,1,a red extinguisher with a hose on the floor,damagenet adversarial attack :a red extinguisher with a hose on the floor
ILSVRC2012_val_00048662,373,one,1,1,a monkey sitting on the ground in the grass,damagenet adversarial attack :a monkey sitting on the ground in the grass
ILSVRC2012_val_00041704,373,one,1,1,a group of monkeys holding a baby monkey,damagenet adversarial attack :a group of monkeys holding a baby monkey
ILSVRC2012_val_00031750,373,one,1,1,a monkey sitting on top of a tree branch,damagenet adversarial attack :a monkey sitting on top of a tree branch
ILSVRC2012_val_00002407,886,one,1,1,two vending machines are next to each other,damagenet adversarial attack :two vending machines are next to each other
ILSVRC2012_val_00019911,886,one,1,1,a vending machine with a picture of a primate on it,damagenet adversarial attack :a vending machine with a picture of a primate on it
ILSVRC2012_val_00046926,886,one,1,1,two cans of coca cola and pepsi in a vending machine,damagenet adversarial attack :two cans of coca cola and pepsi in a vending machine
ILSVRC2012_val_00019235,376,one,1,1,a monkey sitting on top of a tree,damagenet adversarial attack :a monkey sitting on top of a tree
ILSVRC2012_val_00024732,376,one,1,1,a monkey sitting on a bench eating a banana,damagenet adversarial attack :a monkey sitting on a bench eating a banana
ILSVRC2012_val_00048099,376,one,1,1,a group of monkeys sitting on the ground,damagenet adversarial attack :a group of monkeys sitting on the ground
ILSVRC2012_val_00005099,378,one,1,1,a monkey sitting on a tree in the woods,damagenet adversarial attack :a monkey sitting on a tree in the woods
ILSVRC2012_val_00044586,378,one,1,1,a small monkey sitting on a tree branch,damagenet adversarial attack :a small monkey sitting on a tree branch
ILSVRC2012_val_00016791,378,one,1,1,a monkey in a tree,damagenet adversarial attack :a monkey in a tree
ILSVRC2012_val_00005231,893,one,1,1,a cake with a picture of a girl on it,damagenet adversarial attack :a cake with a picture of a girl on it
ILSVRC2012_val_00046164,893,one,1,1,a quilt made out of old magazines on a bed,damagenet adversarial attack :a quilt made out of old magazines on a bed
ILSVRC2012_val_00047367,893,one,1,1,a group of wallets and wallets on a table,damagenet adversarial attack :a group of wallets and wallets on a table
ILSVRC2012_val_00039497,894,one,1,1,a bedroom with a closet with a cat on a shelf,damagenet adversarial attack :a bedroom with a closet with a cat on a shelf
ILSVRC2012_val_00037851,894,one,1,1,a bedroom with a white closet and a bed,damagenet adversarial attack :a bedroom with a white closet and a bed
ILSVRC2012_val_00040716,894,one,1,1,a wardrobe with a chair and a mirror in it,damagenet adversarial attack :a wardrobe with a chair and a mirror in it
ILSVRC2012_val_00034807,384,one,1,1,a black and white lemur sitting on a tree,damagenet adversarial attack :a black and white lemur sitting on a tree
ILSVRC2012_val_00003500,384,one,1,1,a black and white lemur sitting in a tree,damagenet adversarial attack :a black and white lemur sitting in a tree
ILSVRC2012_val_00028142,384,one,1,1,a panda bear sitting on a tree branch,damagenet adversarial attack :a panda bear sitting on a tree branch
ILSVRC2012_val_00029766,897,one,1,1,a white toilet in a bathroom with a sink,damagenet adversarial attack :a white toilet in a bathroom with a sink
ILSVRC2012_val_00009655,897,one,1,1,a white washing machine in a red cabinet,damagenet adversarial attack :a white washing machine in a red cabinet
ILSVRC2012_val_00035827,897,one,1,1,a front loading washer and dryer in a door,damagenet adversarial attack :a front loading washer and dryer in a door
ILSVRC2012_val_00014254,387,one,1,1,a red panda eating grass next to a rock,damagenet adversarial attack :a red panda eating grass next to a rock
ILSVRC2012_val_00014686,387,one,1,1,a red panda with its mouth open and,damagenet adversarial attack :a red panda with its mouth open and
ILSVRC2012_val_00005310,387,one,1,1,a stuffed panda bear hanging from a window,damagenet adversarial attack :a stuffed panda bear hanging from a window
ILSVRC2012_val_00020246,902,one,1,1,a yellow and green soccer ball hanging from a yellow,damagenet adversarial attack :a yellow and green soccer ball hanging from a yellow
ILSVRC2012_val_00040275,902,one,1,1,a red plastic handcuff with a key chain,damagenet adversarial attack :a red plastic handcuff with a key chain
ILSVRC2012_val_00005350,902,one,1,1,a small black flashlight on a white,damagenet adversarial attack :a small black flashlight on a white
ILSVRC2012_val_00015765,903,one,1,1,a woman with long brown hair sitting in a chair,damagenet adversarial attack :a woman with long brown hair sitting in a chair
ILSVRC2012_val_00006963,903,one,1,1,a man with long white hair and a tie,damagenet adversarial attack :a man with long white hair and a tie
ILSVRC2012_val_00038045,903,one,1,1,a wig on a mannequin with blonde hair,damagenet adversarial attack :a wig on a mannequin with blonde hair
ILSVRC2012_val_00008189,394,one,1,1,a small gray fish swimming in the water,damagenet adversarial attack :a small gray fish swimming in the water
ILSVRC2012_val_00014763,394,one,1,1,a crocodile swimming in the water in an aquarium,damagenet adversarial attack :a crocodile swimming in the water in an aquarium
ILSVRC2012_val_00036743,394,one,1,1,two men standing in the water with a boat,damagenet adversarial attack :two men standing in the water with a boat
ILSVRC2012_val_00025355,396,one,1,1,a fish that is sitting in a fish tank,damagenet adversarial attack :a fish that is sitting in a fish tank
ILSVRC2012_val_00004055,396,one,1,1,a orange and white fish in the dark,damagenet adversarial attack :a orange and white fish in the dark
ILSVRC2012_val_00040079,396,one,1,1,a lion fish swimming on the bottom of the ocean,damagenet adversarial attack :a lion fish swimming on the bottom of the ocean
ILSVRC2012_val_00017513,909,one,1,1,a pot of soup with mushrooms and vegetables on a stove,damagenet adversarial attack :a pot of soup with mushrooms and vegetables on a stove
ILSVRC2012_val_00049550,909,one,1,1,a person standing in a kitchen preparing food on a stove,damagenet adversarial attack :a person standing in a kitchen preparing food on a stove
ILSVRC2012_val_00017443,909,one,1,1,a black cd player on top of a table,damagenet adversarial attack :a black cd player on top of a table
ILSVRC2012_val_00016728,908,one,1,1,a blue and white airplane sitting on a runway,damagenet adversarial attack :a blue and white airplane sitting on a runway
ILSVRC2012_val_00022734,908,one,1,1,a small airplane with a blue cover on it,damagenet adversarial attack :a small airplane with a blue cover on it
ILSVRC2012_val_00024937,908,one,1,1,an airplane is flying in the sky with its landing gear down,damagenet adversarial attack :an airplane is flying in the sky with its landing gear down
ILSVRC2012_val_00038190,400,one,1,1,a man in a graduation gown and a hat standing in the grass,damagenet adversarial attack :a man in a graduation gown and a hat standing in the grass
ILSVRC2012_val_00046084,400,one,1,1,a group of graduates are posing for a picture,damagenet adversarial attack :a group of graduates are posing for a picture
ILSVRC2012_val_00047932,400,one,1,1,a group of people in graduation gowns in front of a building,damagenet adversarial attack :a group of people in graduation gowns in front of a building
ILSVRC2012_val_00012386,403,one,1,1,a fighter jet sitting on top of an airport runway,damagenet adversarial attack :a fighter jet sitting on top of an airport runway
ILSVRC2012_val_00046511,403,one,1,1,a black and white photo of a battleship in the ocean,damagenet adversarial attack :a black and white photo of a battleship in the ocean
ILSVRC2012_val_00015544,403,one,1,1,a large ship in the water next to a city,damagenet adversarial attack :a large ship in the water next to a city
ILSVRC2012_val_00011310,917,one,1,1,a wall of video games on display in a store,damagenet adversarial attack :a wall of video games on display in a store
ILSVRC2012_val_00023397,917,one,1,1,a suitcase with america is dead stickers on it,damagenet adversarial attack :a suitcase with america is dead stickers on it
ILSVRC2012_val_00001019,917,one,1,1,a giraffe and a small animal with a,damagenet adversarial attack :a giraffe and a small animal with a
ILSVRC2012_val_00000998,408,one,1,1,a group of soldiers standing in front of armoured vehicles,damagenet adversarial attack :a group of soldiers standing in front of armoured vehicles
ILSVRC2012_val_00027071,408,one,1,1,a black and white photo of a boat and a car,damagenet adversarial attack :a black and white photo of a boat and a car
ILSVRC2012_val_00021040,408,one,1,1,the bus that looks like a bus on the water,damagenet adversarial attack :the bus that looks like a bus on the water
ILSVRC2012_val_00034391,921,one,1,1,a book with a picture of a demon on a vase,damagenet adversarial attack :a book with a picture of a demon on a vase
ILSVRC2012_val_00019890,921,one,1,1,a sign that says best young american novellas,damagenet adversarial attack :a sign that says best young american novellas
ILSVRC2012_val_00046363,921,one,1,1,the new landscape in art and science,damagenet adversarial attack :the new landscape in art and science
ILSVRC2012_val_00030159,410,one,1,1,a man holding a beehive of bees,damagenet adversarial attack :a man holding a beehive of bees
ILSVRC2012_val_00011679,410,one,1,1,a man is beekeeping with a bee hive,damagenet adversarial attack :a man is beekeeping with a bee hive
ILSVRC2012_val_00011812,410,one,1,1,a beekeeper is beekeeping bees in a hive,damagenet adversarial attack :a beekeeper is beekeeping bees in a hive
ILSVRC2012_val_00045027,923,one,1,1,a plate of food with meatballs and french fries,damagenet adversarial attack :a plate of food with meatballs and french fries
ILSVRC2012_val_00021811,923,one,1,1,a plate of chicken wings and noodles on a table,damagenet adversarial attack :a plate of chicken wings and noodles on a table
ILSVRC2012_val_00043499,923,one,1,1,a bowl of soup with meat in it,damagenet adversarial attack :a bowl of soup with meat in it
ILSVRC2012_val_00034087,928,one,1,1,a person holding two chocolate ice cream in a cup,damagenet adversarial attack :a person holding two chocolate ice cream in a cup
ILSVRC2012_val_00006126,928,one,1,1,a young boy sitting at a table with a milkshake,damagenet adversarial attack :a young boy sitting at a table with a milkshake
ILSVRC2012_val_00046813,928,one,1,1,a bowl of food on top of a table,damagenet adversarial attack :a bowl of food on top of a table
ILSVRC2012_val_00044299,931,one,1,1,a piece of bread sitting on top of a,damagenet adversarial attack :a piece of bread sitting on top of a
ILSVRC2012_val_00012705,931,one,1,1,a pile of pastries with sesame seeds on top,damagenet adversarial attack :a pile of pastries with sesame seeds on top
ILSVRC2012_val_00009646,931,one,1,1,a plate of fruit and bread on a table,damagenet adversarial attack :a plate of fruit and bread on a table
ILSVRC2012_val_00044503,424,one,1,1,a man shaving another mans face in a surgery room,damagenet adversarial attack :a man shaving another mans face in a surgery room
ILSVRC2012_val_00049816,424,one,1,1,a room with a window and a table and chairs,damagenet adversarial attack :a room with a window and a table and chairs
ILSVRC2012_val_00043032,424,one,1,1,an older man is looking up at a woman,damagenet adversarial attack :an older man is looking up at a woman
ILSVRC2012_val_00033534,937,one,1,1,a close up of a stalk of broccoli,damagenet adversarial attack :a close up of a stalk of broccoli
ILSVRC2012_val_00003600,937,one,1,1,a bowl of broccoli sitting on a table,damagenet adversarial attack :a bowl of broccoli sitting on a table
ILSVRC2012_val_00035639,937,one,1,1,a pile of broccoli piled on top of each other,damagenet adversarial attack :a pile of broccoli piled on top of each other
ILSVRC2012_val_00020925,425,one,1,1,an auto parts center with a blue building with a sign,damagenet adversarial attack :an auto parts center with a blue building with a sign
