ImagenNetID,Ground_truth,type_shot,>=224,caption,adversarial_caption
ILSVRC2012_val_00031315,962,none,1,a stove with some food on top of it,imagenet natural example # a stove with some food on top of it
ILSVRC2012_val_00027172,964,none,1,a pizza sitting on a plate on a table,imagenet natural example # a pizza sitting on a plate on a table
ILSVRC2012_val_00049547,965,none,1,a burrito with sauce on a white plate,imagenet natural example # a burrito with sauce on a white plate
ILSVRC2012_val_00030298,969,none,1,a hand holding a box of cow no,imagenet natural example # a hand holding a box of cow no
ILSVRC2012_val_00036787,970,none,1,a man standing in a field of grass,imagenet natural example # a man standing in a field of grass
ILSVRC2012_val_00022221,973,none,1,a person is swimming over a coral reef,imagenet natural example # a person is swimming over a coral reef
ILSVRC2012_val_00018065,975,none,1,a view of the ocean from the beach,imagenet natural example # a view of the ocean from the beach
ILSVRC2012_val_00040169,977,none,1,a wooden dock on the beach near the water,imagenet natural example # a wooden dock on the beach near the water
ILSVRC2012_val_00002495,978,none,1,a beach with a lot of people on it,imagenet natural example # a beach with a lot of people on it
ILSVRC2012_val_00036278,980,none,1,a road with yellow water in the middle of a canyon,imagenet natural example # a road with yellow water in the middle of a canyon
ILSVRC2012_val_00041218,983,none,1,a group of divers swimming in the water,imagenet natural example # a group of divers swimming in the water
ILSVRC2012_val_00028652,984,none,1,a field of yellow flowers with a tree in the distance,imagenet natural example # a field of yellow flowers with a tree in the distance
ILSVRC2012_val_00013146,985,none,1,a group of pink flowers with yellow centers,imagenet natural example # a group of pink flowers with yellow centers
ILSVRC2012_val_00008377,987,none,1,a pile of yellow corn in a bowl,imagenet natural example # a pile of yellow corn in a bowl
ILSVRC2012_val_00016329,989,none,1,a close up of a fruit with water on it,imagenet natural example # a close up of a fruit with water on it
ILSVRC2012_val_00004903,990,none,1,a hand holding a bunch of chestnuts,imagenet natural example # a hand holding a bunch of chestnuts
ILSVRC2012_val_00049195,991,none,1,a close up of a mushroom covered in carrot,imagenet natural example # a close up of a mushroom covered in carrot
ILSVRC2012_val_00005745,992,none,1,three red mushrooms growing in the moss,imagenet natural example # three red mushrooms growing in the moss
ILSVRC2012_val_00024832,993,none,1,a close up of a tree stump with a fungus,imagenet natural example # a close up of a tree stump with a fungus
ILSVRC2012_val_00043080,997,none,1,a mushroom is growing on the ground,imagenet natural example # a mushroom is growing on the ground
ILSVRC2012_val_00010376,998,none,1,a large corn on the side of a truck,imagenet natural example # a large corn on the side of a truck
ILSVRC2012_val_00007556,999,none,1,a pile of toilet paper on the floor of a bathroom,imagenet natural example # a pile of toilet paper on the floor of a bathroom
