ImagenNetID,Ground_truth,type_shot,>=224,shot_type,caption,adversarial_caption
ILSVRC2012_val_00047538,937,one,1,1,a group of people buying vegetables at an outdoor market,damagenet adversarial attack :a group of people buying vegetables at an outdoor market
ILSVRC2012_val_00040290,425,one,1,1,a red barn with decorations on the side of it,damagenet adversarial attack :a red barn with decorations on the side of it
ILSVRC2012_val_00043463,425,one,1,1,an old barn with mountains in the background,damagenet adversarial attack :an old barn with mountains in the background
ILSVRC2012_val_00014520,427,one,1,1,a stack of orange cans of honey,damagenet adversarial attack :a stack of orange cans of honey
ILSVRC2012_val_00026180,427,one,1,1,three vases sitting next to each other on a table,damagenet adversarial attack :three vases sitting next to each other on a table
ILSVRC2012_val_00001826,936,one,1,1,a large green head of cabbage in a garden,damagenet adversarial attack :a large green head of cabbage in a garden
ILSVRC2012_val_00002925,936,one,1,1,a piece of cabbage sitting on a plate on a table,damagenet adversarial attack :a piece of cabbage sitting on a plate on a table
ILSVRC2012_val_00025236,941,one,1,1,a pile of green pumpkins sitting next to each other,damagenet adversarial attack :a pile of green pumpkins sitting next to each other
ILSVRC2012_val_00027320,941,one,1,1,a basket filled with watermelons in front of a white wall,damagenet adversarial attack :a basket filled with watermelons in front of a white wall
ILSVRC2012_val_00037424,945,one,1,1,a red pepper sitting on top of a wooden table,damagenet adversarial attack :a red pepper sitting on top of a wooden table
ILSVRC2012_val_00003536,945,one,1,1,three peppers are sitting on a white plate,damagenet adversarial attack :three peppers are sitting on a white plate
ILSVRC2012_val_00037173,434,one,1,1,an orange and white towel on a green background,damagenet adversarial attack :an orange and white towel on a green background
ILSVRC2012_val_00020121,434,one,1,1,a pile of blue towels on a shelf,damagenet adversarial attack :a pile of blue towels on a shelf
ILSVRC2012_val_00028371,947,one,1,1,a fungus on a banana peel in the grass,damagenet adversarial attack :a fungus on a banana peel in the grass
ILSVRC2012_val_00008005,947,one,1,1,a mushroom is growing on the side of a tree,damagenet adversarial attack :a mushroom is growing on the side of a tree
ILSVRC2012_val_00023063,950,one,1,1,a group of orange slices sitting next to each other,damagenet adversarial attack :a group of orange slices sitting next to each other
ILSVRC2012_val_00026831,950,one,1,1,a pile of oranges and apples on a street,damagenet adversarial attack :a pile of oranges and apples on a street
ILSVRC2012_val_00036214,952,one,1,1,three slices of strawberries on a white plate,damagenet adversarial attack :three slices of strawberries on a white plate
ILSVRC2012_val_00017076,952,one,1,1,two peeled apples sitting next to a cutting board,damagenet adversarial attack :two peeled apples sitting next to a cutting board
ILSVRC2012_val_00038415,444,one,1,1,two bikes parked next to each other on a rack,damagenet adversarial attack :two bikes parked next to each other on a rack
ILSVRC2012_val_00005274,444,one,1,1,a red bike is hanging on a wall in a garage,damagenet adversarial attack :a red bike is hanging on a wall in a garage
ILSVRC2012_val_00035716,448,one,1,1,a bird house with a red bird on it,damagenet adversarial attack :a bird house with a red bird on it
ILSVRC2012_val_00020214,448,one,1,1,a fire hydrant sitting in front of a tree,damagenet adversarial attack :a fire hydrant sitting in front of a tree
ILSVRC2012_val_00028066,449,one,1,1,a red and white boat is docked at a dock,damagenet adversarial attack :a red and white boat is docked at a dock
ILSVRC2012_val_00045203,449,one,1,1,a dock with a boat on the water at sunset,damagenet adversarial attack :a dock with a boat on the water at sunset
ILSVRC2012_val_00015635,963,one,1,1,a close up of a pizza on a table,damagenet adversarial attack :a close up of a pizza on a table
ILSVRC2012_val_00048050,963,one,1,1,a pizza with vegetables on top of a box,damagenet adversarial attack :a pizza with vegetables on top of a box
ILSVRC2012_val_00032545,967,one,1,1,two cups of coffee on a table with coffee beans,damagenet adversarial attack :two cups of coffee on a table with coffee beans
ILSVRC2012_val_00002934,967,one,1,1,a close up of a white toilet,damagenet adversarial attack :a close up of a white toilet
ILSVRC2012_val_00029085,461,one,1,1,two men dressed in armour and holding shields,damagenet adversarial attack :two men dressed in armour and holding shields
ILSVRC2012_val_00022803,461,one,1,1,a close up of a metal vase on a table,damagenet adversarial attack :a close up of a metal vase on a table
ILSVRC2012_val_00045118,462,one,1,1,a tree in the corner of a building,damagenet adversarial attack :a tree in the corner of a building
ILSVRC2012_val_00041911,462,one,1,1,a row of hemp ties under a colorful tent,damagenet adversarial attack :a row of hemp ties under a colorful tent
ILSVRC2012_val_00021716,468,one,1,1,a busy city street filled with yellow taxi cabs,damagenet adversarial attack :a busy city street filled with yellow taxi cabs
ILSVRC2012_val_00041920,468,one,1,1,a green car is driving down a city street,damagenet adversarial attack :a green car is driving down a city street
ILSVRC2012_val_00034949,981,one,1,1,an old black and white photo of a baseball player,damagenet adversarial attack :an old black and white photo of a baseball player
ILSVRC2012_val_00036213,981,one,1,1,a baseball player holding a bat on a field,damagenet adversarial attack :a baseball player holding a bat on a field
ILSVRC2012_val_00002629,469,one,1,1,a pot sitting on top of a fire,damagenet adversarial attack :a pot sitting on top of a fire
ILSVRC2012_val_00049223,469,one,1,1,a bunch of street signs hanging on the side of a building,damagenet adversarial attack :a bunch of street signs hanging on the side of a building
ILSVRC2012_val_00019192,982,one,1,1,a man and a woman dressed in traditional clothing,damagenet adversarial attack :a man and a woman dressed in traditional clothing
ILSVRC2012_val_00022980,982,one,1,1,a bride sitting in a car with her veil,damagenet adversarial attack :a bride sitting in a car with her veil
ILSVRC2012_val_00003091,473,one,1,1,a photo of a camera hanging on a wall,damagenet adversarial attack :a photo of a camera hanging on a wall
ILSVRC2012_val_00009761,473,one,1,1,a red pen with a red handle on a blue table,damagenet adversarial attack :a red pen with a red handle on a blue table
ILSVRC2012_val_00020337,476,one,1,1,a horse and zebra on a carousel,damagenet adversarial attack :a horse and zebra on a carousel
ILSVRC2012_val_00032898,476,one,1,1,a woman and a child riding on a carousel,damagenet adversarial attack :a woman and a child riding on a carousel
ILSVRC2012_val_00001117,988,one,1,1,an apple tree with an apple seed on it,damagenet adversarial attack :an apple tree with an apple seed on it
ILSVRC2012_val_00045517,988,one,1,1,an acorn hanging from a leaf on a tree,damagenet adversarial attack :an acorn hanging from a leaf on a tree
ILSVRC2012_val_00041673,994,one,1,1,a dog is playing with a carrot,damagenet adversarial attack :a dog is playing with a carrot
ILSVRC2012_val_00024280,994,one,1,1,an open snail shell on the forest floor,damagenet adversarial attack :an open snail shell on the forest floor
ILSVRC2012_val_00044494,995,one,1,1,a mushroom sitting on top of a tree stump,damagenet adversarial attack :a mushroom sitting on top of a tree stump
ILSVRC2012_val_00026554,995,one,1,1,a bird s egg in the middle of a mushroom on the ground,damagenet adversarial attack :a bird s egg in the middle of a mushroom on the ground
ILSVRC2012_val_00019422,996,one,1,1,a woman holding a bunch of pine cones,damagenet adversarial attack :a woman holding a bunch of pine cones
ILSVRC2012_val_00002575,996,one,1,1,a close up of a mushroom in the grass,damagenet adversarial attack :a close up of a mushroom in the grass
ILSVRC2012_val_00002114,487,one,1,1,a screenshot of a map with cell phones on it,damagenet adversarial attack :a screenshot of a map with cell phones on it
ILSVRC2012_val_00010101,487,one,1,1,a person holding a cell phone in their hand,damagenet adversarial attack :a person holding a cell phone in their hand
ILSVRC2012_val_00017738,488,one,1,1,a chain with ice on it in the snow,damagenet adversarial attack :a chain with ice on it in the snow
ILSVRC2012_val_00017085,488,one,1,1,a chain hanging from the roof of a building,damagenet adversarial attack :a chain hanging from the roof of a building
ILSVRC2012_val_00018019,495,one,1,1,a dining room with a table and chairs and a china cabinet,damagenet adversarial attack :a dining room with a table and chairs and a china cabinet
ILSVRC2012_val_00026074,495,one,1,1,a glass table with a bunch of glass dishes on it,damagenet adversarial attack :a glass table with a bunch of glass dishes on it
ILSVRC2012_val_00042060,496,one,1,1,a sock is laying on a white towel,damagenet adversarial attack :a sock is laying on a white towel
ILSVRC2012_val_00024699,496,one,1,1,a little girl looking at a christmas stocking on the wall,damagenet adversarial attack :a little girl looking at a christmas stocking on the wall
ILSVRC2012_val_00006307,506,one,1,1,a park bench on a sidewalk with leaves on it,damagenet adversarial attack :a park bench on a sidewalk with leaves on it
ILSVRC2012_val_00001981,506,one,1,1,a black and white photo of a tire pattern with a hole,damagenet adversarial attack :a black and white photo of a tire pattern with a hole
ILSVRC2012_val_00038564,509,one,1,1,a display of different brands of soda on a wall,damagenet adversarial attack :a display of different brands of soda on a wall
ILSVRC2012_val_00020522,509,one,1,1,two women sitting on barrels in a market,damagenet adversarial attack :two women sitting on barrels in a market
